,year,stcd,inc,pwin,dv,dvp,fr,po1,po2,redist,dexp,rexp,dpres,stgj,cd
4033,1980,1703,1,1,64.80000305175781,67.69999694824219,0,0,0,0,94674,18449.0,58.540000915527344,17.0,3.0
3883,1980,1704,0,0,33.0,34.20000076293945,0,0,0,0,38005,125203.0,40.4900016784668,17.0,4.0
3948,1980,1705,3,0,32.5,20.799999237060547,9,3,0,0,8544,311720.0,38.349998474121094,17.0,5.0
3975,1980,1706,0,0,40.79999923706055,47.70000076293945,1,1,4,0,79344,290750.0,51.099998474121094,17.0,6.0
3920,1980,1707,1,1,,76.5,0,5,2,0,0,,56.099998474121094,17.0,7.0
4090,1980,1801,0,0,,,1,5,2,0,,138724.0,47.439998626708984,18.0,1.0
4070,1980,1802,1,1,,,0,5,2,0,571673,,54.15999984741211,18.0,2.0
4197,1980,1803,1,1,,,3,7,5,0,684431,,37.41999816894531,18.0,3.0
4112,1980,1804,2,1,,50.099998474121094,9,7,2,0,693859,,44.869998931884766,18.0,4.0
4038,1980,1805,1,1,,,0,5,2,0,,,43.20000076293945,18.0,5.0
4228,1980,1806,0,0,,,0,5,2,0,,88376.0,48.0,18.0,6.0
4061,1980,1807,1,1,,,0,5,2,0,89822,,48.75,18.0,7.0
4209,1980,1808,1,1,,,0,5,2,0,223493,,53.97999954223633,18.0,8.0
4240,1980,1901,0,0,31.5,36.79999923706055,0,0,0,0,141864,247509.0,48.220001220703125,19.0,1.0
4251,1980,1902,0,0,21.5,44.5,1,1,4,0,20947,187934.0,47.939998626708984,19.0,2.0
4339,1980,2001,0,1,51.70000076293945,36.5,0,1,4,0,167558,358058.0,44.599998474121094,20.0,1.0
4326,1980,2002,1,1,57.400001525878906,66.4000015258789,0,0,0,0,153619,252599.0,49.7599983215332,20.0,2.0
4440,1980,2003,1,1,76.0999984741211,,0,0,0,0,45068,0.0,59.619998931884766,20.0,3.0
4481,1980,2004,0,0,28.100000381469727,38.0,0,0,0,0,9225,147170.0,46.02000045776367,20.0,4.0
4341,1980,2005,1,1,80.5,77.19999694824219,0,0,0,0,96646,24333.0,56.459999084472656,20.0,5.0
4306,1980,2006,1,1,69.9000015258789,89.69999694824219,1,1,4,0,163168,76816.0,40.279998779296875,20.0,6.0
4371,1980,2007,1,1,88.5,,0,0,0,0,104567,0.0,88.77999877929688,20.0,7.0
4492,1980,2008,1,1,59.29999923706055,51.29999923706055,1,1,8,0,317800,550132.0,45.59000015258789,20.0,8.0
4521,1980,2101,0,0,25.100000381469727,,0,0,0,0,14464,80126.0,52.29999923706055,21.0,1.0
4577,1980,2102,1,1,75.80000305175781,72.80000305175781,0,0,0,0,28533,0.0,50.2599983215332,21.0,2.0
4761,1980,2103,1,1,72.30000305175781,75.30000305175781,0,0,0,0,71210,0.0,51.29999923706055,21.0,3.0
4508,1980,2104,2,1,51.900001525878906,,9,2,5,0,446826,132513.0,51.38999938964844,21.0,4.0
4507,1980,2105,1,1,66.0,64.9000015258789,1,0,0,0,326587,75362.0,47.08000183105469,21.0,5.0
4576,1980,2106,1,1,51.900001525878906,53.79999923706055,1,0,0,0,354950,250061.0,46.81999969482422,21.0,6.0
4549,1980,2107,1,1,,,0,5,2,0,67173,,50.130001068115234,21.0,7.0
4542,1980,2108,1,1,78.4000015258789,78.0999984741211,0,0,0,0,43765,4829.0,62.20000076293945,21.0,8.0
4611,1980,2109,1,1,,,0,5,2,0,81938,,53.41999816894531,21.0,9.0
4610,1980,2110,0,0,39.400001525878906,38.900001525878906,0,1,4,0,158310,264688.0,46.0,21.0,10.0
4536,1980,2111,1,1,,,1,5,2,0,60806,,49.380001068115234,21.0,11.0
4777,1980,2112,1,1,73.19999694824219,,0,0,0,0,78937,47490.0,44.150001525878906,21.0,12.0
5139,1980,2201,1,1,95.19999694824219,92.9000015258789,0,0,0,0,20543,0.0,95.05999755859375,22.0,1.0
4865,1980,2202,0,0,41.900001525878906,31.899999618530273,0,0,0,0,129805,143700.0,45.220001220703125,22.0,2.0
5188,1980,2203,1,1,52.400001525878906,51.29999923706055,1,0,0,0,338945,586342.0,40.16999816894531,22.0,3.0
5031,1980,2204,0,0,24.299999237060547,28.600000381469727,0,0,0,0,14235,88750.0,35.310001373291016,22.0,4.0
5193,1980,2205,0,0,46.29999923706055,49.599998474121094,0,0,0,0,182646,366147.0,38.970001220703125,22.0,5.0
5158,1980,2206,1,0,49.400001525878906,56.70000076293945,0,0,0,0,146725,345127.0,42.5099983215332,22.0,6.0
5046,1980,2207,1,1,,77.80000305175781,0,5,2,0,32391,,52.95000076293945,22.0,7.0
5071,1980,2208,1,1,61.70000076293945,66.5999984741211,0,0,0,0,88798,64249.0,43.099998474121094,22.0,8.0
5003,1980,2209,0,0,,30.399999618530273,0,5,2,0,,185491.0,35.16999816894531,22.0,9.0
5029,1980,2210,1,1,53.29999923706055,51.5,1,1,4,0,355147,410995.0,38.9900016784668,22.0,10.0
4867,1980,2211,0,0,34.0,45.099998474121094,1,1,0,0,48824,121198.0,45.470001220703125,22.0,11.0
4933,1980,2212,1,1,55.29999923706055,54.900001525878906,0,0,0,0,94248,54140.0,41.08000183105469,22.0,12.0
4952,1980,2213,2,1,92.5,79.19999694824219,9,2,0,0,43619,0.0,93.52999877929688,22.0,13.0
5042,1980,2214,2,1,53.599998474121094,67.4000015258789,9,2,5,0,160600,216117.0,47.63999938964844,22.0,14.0
5026,1980,2215,1,1,68.0999984741211,80.4000015258789,0,0,0,0,117135,0.0,49.04999923706055,22.0,15.0
5105,1980,2216,1,1,71.30000305175781,77.69999694824219,0,0,0,0,118230,1541.0,50.90999984741211,22.0,16.0
5076,1980,2217,1,1,74.19999694824219,,0,0,0,0,18539,0.0,55.310001373291016,22.0,17.0
4892,1980,2218,1,1,66.4000015258789,75.4000015258789,0,0,0,0,101378,0.0,45.869998931884766,22.0,18.0
5250,1980,2219,0,0,26.299999237060547,28.700000762939453,0,0,0,0,9608,83608.0,34.86000061035156,22.0,19.0
5336,1980,2301,0,0,28.200000762939453,43.099998474121094,1,0,0,0,0,100261.0,47.65999984741211,23.0,1.0
5287,1980,2302,0,0,39.400001525878906,29.600000381469727,0,0,0,0,105858,199208.0,43.349998474121094,23.0,2.0
5335,1980,2303,0,0,24.399999618530273,34.29999923706055,0,0,0,0,0,112308.0,48.959999084472656,23.0,3.0
5374,1980,2304,1,1,59.099998474121094,58.0,0,0,0,0,157556,324345.0,61.290000915527344,23.0,4.0
5382,1980,2305,1,1,72.4000015258789,62.29999923706055,1,0,0,0,83457,0.0,65.9000015258789,23.0,5.0
5317,1980,2306,2,0,47.29999923706055,55.29999923706055,9,0,0,0,196106,461523.0,44.93000030517578,23.0,6.0
5341,1980,2307,0,0,47.900001525878906,45.900001525878906,0,1,4,0,253893,267705.0,45.040000915527344,23.0,7.0
5348,1980,2308,1,1,71.5,,0,0,0,0,188096,18673.0,61.650001525878906,23.0,8.0
5574,1980,2401,1,1,63.0,68.19999694824219,0,0,0,0,131265,103212.0,56.060001373291016,24.0,1.0
5552,1980,2402,1,1,69.5999984741211,61.79999923706055,0,0,0,0,56912,21573.0,53.18000030517578,24.0,2.0
5587,1980,2403,1,1,,92.4000015258789,0,5,2,0,9909,,48.290000915527344,24.0,3.0
5481,1980,2404,0,0,43.0,33.79999923706055,1,0,0,0,105193,252966.0,48.279998779296875,24.0,4.0
5567,1980,2405,0,0,26.100000381469727,,0,0,0,0,73054,163118.0,40.81999969482422,24.0,5.0
5740,1980,2501,1,1,70.19999694824219,68.0,0,0,0,0,90658,0.0,75.12999725341797,25.0,1.0
5829,1980,2502,1,1,64.4000015258789,56.400001525878906,0,0,0,0,149633,94811.0,41.86000061035156,25.0,2.0
5597,1980,2503,1,1,77.5999984741211,81.9000015258789,0,0,0,0,198485,0.0,46.349998474121094,25.0,3.0
5811,1980,2504,1,1,67.80000305175781,72.80000305175781,0,0,0,0,115981,1921.0,45.08000183105469,25.0,4.0
5805,1980,2505,1,1,70.0999984741211,73.0,0,1,4,0,113299,9080.0,62.40999984741211,25.0,5.0
5657,1980,2506,0,0,29.399999618530273,44.099998474121094,0,1,4,0,22751,156655.0,45.459999084472656,25.0,6.0
5592,1980,2507,0,0,32.20000076293945,38.79999923706055,0,0,0,0,0,99889.0,37.70000076293945,25.0,7.0
5730,1980,2508,2,0,42.900001525878906,60.5,9,4,7,0,138074,337248.0,40.77000045776367,25.0,8.0
5672,1980,2509,1,1,56.5,74.69999694824219,0,0,0,0,177635,196790.0,42.45000076293945,25.0,9.0
5827,1980,2510,1,0,44.79999923706055,65.30000305175781,0,0,0,0,215455,282494.0,45.59000015258789,25.0,10.0
5875,1980,2601,1,1,61.400001525878906,57.29999923706055,1,1,4,0,130629,35717.0,37.439998626708984,26.0,1.0
5864,1980,2602,0,0,40.900001525878906,43.099998474121094,0,0,0,0,36699,210728.0,35.09000015258789,26.0,2.0
5920,1980,2701,0,0,21.299999237060547,41.900001525878906,1,0,0,0,14592,175876.0,30.84000015258789,27.0,1.0
5922,1980,2702,2,0,45.20000076293945,52.29999923706055,9,2,0,0,153539,329671.0,32.9900016784668,27.0,2.0
5888,1980,2703,0,0,16.0,20.0,0,0,0,0,15970,93496.0,22.0,27.0,3.0
5987,1980,2801,1,1,72.30000305175781,74.9000015258789,0,0,0,0,392583,73709.0,30.06999969482422,28.0,1.0
6045,1980,2901,1,1,60.79999923706055,62.70000076293945,0,1,4,0,100417,66062.0,31.209999084472656,29.0,1.0
6050,1980,2902,3,0,35.900001525878906,31.899999618530273,9,4,6,0,100144,188354.0,34.790000915527344,29.0,2.0
6313,1980,3001,1,1,77.80000305175781,79.80000305175781,0,0,0,0,222656,23165.0,47.7599983215332,30.0,1.0
6120,1980,3002,1,1,58.29999923706055,66.4000015258789,0,1,0,0,156832,141776.0,39.970001220703125,30.0,2.0
6394,1980,3003,1,1,50.5,56.29999923706055,0,1,4,0,208253,182871.0,36.7599983215332,30.0,3.0
6310,1980,3004,1,0,41.79999923706055,62.29999923706055,0,0,0,0,142726,79069.0,48.380001068115234,30.0,4.0
6090,1980,3005,0,0,20.899999618530273,27.399999618530273,0,0,0,0,7177,30564.0,36.630001068115234,30.0,5.0
6062,1980,3006,0,0,42.29999923706055,38.900001525878906,0,0,0,0,122057,111093.0,38.84000015258789,30.0,6.0
6211,1980,3007,1,0,47.79999923706055,53.0,0,1,0,0,346781,411986.0,36.220001220703125,30.0,7.0
6361,1980,3008,1,1,68.19999694824219,74.5,0,1,0,0,156369,11956.0,43.45000076293945,30.0,8.0
6241,1980,3009,0,0,39.29999923706055,43.70000076293945,0,0,0,0,191804,129868.0,38.970001220703125,30.0,9.0
6322,1980,3010,1,1,86.5999984741211,87.30000305175781,0,0,0,0,212925,0.0,76.83999633789062,30.0,10.0
6130,1980,3011,1,1,64.69999694824219,71.19999694824219,0,0,0,0,77750,19480.0,44.560001373291016,30.0,11.0
6261,1980,3012,0,0,21.299999237060547,26.600000381469727,0,0,0,0,13556,229475.0,42.11000061035156,30.0,12.0
6345,1980,3013,0,0,26.899999618530273,48.20000076293945,1,0,0,0,18474,157076.0,32.2400016784668,30.0,13.0
6312,1980,3014,1,1,65.5999984741211,75.80000305175781,1,0,0,0,182622,59428.0,53.849998474121094,30.0,14.0
6113,1980,3015,2,1,54.900001525878906,51.29999923706055,9,2,5,0,149141,53055.0,46.75,30.0,15.0
6485,1980,3101,0,0,49.0,37.5,0,0,0,0,234737,178309.0,42.93000030517578,31.0,1.0
6482,1980,3102,2,0,47.20000076293945,,9,3,6,0,89139,79508.0,36.70000076293945,31.0,2.0
7057,1980,3201,0,0,42.70000076293945,42.70000076293945,1,0,0,0,120143,147966.0,36.52000045776367,32.0,1.0
7240,1980,3202,1,1,56.29999923706055,54.900001525878906,0,0,0,0,190577,72678.0,36.220001220703125,32.0,2.0
7284,1980,3203,1,0,48.70000076293945,51.5,0,1,1,0,120061,256065.0,37.34000015258789,32.0,3.0
7383,1980,3204,0,0,33.20000076293945,33.0,0,0,0,0,24422,161941.0,35.70000076293945,32.0,4.0
6707,1980,3205,3,0,42.29999923706055,41.599998474121094,9,4,7,0,310158,265777.0,42.16999816894531,32.0,5.0
7042,1980,3206,1,0,47.20000076293945,64.5999984741211,0,0,0,0,110221,490121.0,39.779998779296875,32.0,6.0
6990,1980,3207,1,1,,,0,5,2,0,105482,,66.83999633789062,32.0,7.0
6518,1980,3208,1,1,75.5999984741211,83.19999694824219,0,0,0,0,35765,0.0,52.43000030517578,32.0,8.0
7094,1980,3209,1,1,58.900001525878906,55.0,1,1,4,0,81509,20716.0,40.72999954223633,32.0,9.0
7088,1980,3210,1,1,,,0,5,2,0,44707,,53.790000915527344,32.0,10.0
6532,1980,3211,1,1,74.0999984741211,78.5,0,0,0,0,61503,0.0,56.08000183105469,32.0,11.0
6776,1980,3212,1,1,91.30000305175781,87.80000305175781,0,0,0,0,31166,0.0,84.01000213623047,32.0,12.0
6754,1980,3213,1,1,80.80000305175781,81.0999984741211,0,0,0,0,38770,0.0,49.619998931884766,32.0,13.0
7204,1980,3214,1,1,84.5,80.69999694824219,0,0,0,0,141370,1622.0,78.83999633789062,32.0,14.0
6524,1980,3215,1,1,51.70000076293945,70.5999984741211,0,0,0,0,185458,161803.0,45.290000915527344,32.0,15.0
7120,1980,3216,2,1,79.80000305175781,86.4000015258789,9,4,5,0,214996,23268.0,58.650001525878906,32.0,16.0
7291,1980,3217,1,0,42.29999923706055,62.099998474121094,0,1,4,0,299108,148993.0,46.400001525878906,32.0,17.0
7107,1980,3218,0,0,43.0,46.70000076293945,1,0,0,0,293020,281751.0,56.689998626708984,32.0,18.0
6636,1980,3219,1,1,,,0,5,2,0,90344,,87.41000366210938,32.0,19.0
6667,1980,3220,1,1,84.9000015258789,84.5999984741211,0,0,0,0,32092,0.0,71.30000305175781,32.0,20.0
6618,1980,3221,1,1,,,1,5,2,0,115310,,91.41999816894531,32.0,21.0
7011,1980,3222,1,1,86.9000015258789,84.0999984741211,0,0,0,0,8050,0.0,69.52999877929688,32.0,22.0
7052,1980,3223,1,1,56.20000076293945,52.79999923706055,1,1,0,0,70740,69833.0,44.77000045776367,32.0,23.0
6549,1980,3224,1,1,60.0,56.79999923706055,0,1,0,0,118203,32179.0,42.25,32.0,24.0
6664,1980,3225,0,0,19.0,21.399999618530273,0,0,0,0,0,91455.0,34.529998779296875,32.0,25.0
6984,1980,3226,0,0,21.5,32.5,0,0,0,0,0,120100.0,37.0,32.0,26.0
6798,1980,3227,1,1,55.599998474121094,55.79999923706055,0,0,0,0,321219,186537.0,44.2599983215332,32.0,27.0
7293,1980,3228,1,1,81.4000015258789,79.5,0,0,0,0,30635,0.0,55.040000915527344,32.0,28.0
7312,1980,3229,0,0,33.29999923706055,46.0,1,0,0,0,46270,112581.0,38.11000061035156,32.0,29.0
6568,1980,3230,3,0,33.099998474121094,39.5,9,4,7,0,54837,244377.0,45.900001525878906,32.0,30.0
7145,1980,3231,0,0,22.5,,0,0,0,0,7051,66572.0,44.130001068115234,32.0,31.0
6562,1980,3232,2,0,34.29999923706055,53.20000076293945,9,0,0,0,15315,170106.0,41.810001373291016,32.0,32.0
6551,1980,3233,0,0,23.0,41.400001525878906,1,0,0,0,8075,112927.0,41.70000076293945,32.0,33.0
7032,1980,3234,0,0,22.100000381469727,,0,0,0,0,0,14669.0,52.040000915527344,32.0,34.0
6792,1980,3235,0,0,25.899999618530273,27.5,0,0,0,0,30837,34444.0,48.959999084472656,32.0,35.0
6818,1980,3236,1,1,71.69999694824219,75.9000015258789,0,1,0,0,66000,33747.0,49.93000030517578,32.0,36.0
7258,1980,3237,1,1,85.0999984741211,80.0999984741211,0,0,0,0,40515,0.0,71.94999694824219,32.0,37.0
6724,1980,3238,0,0,18.399999618530273,,0,1,0,0,6418,158061.0,47.650001525878906,32.0,38.0
6690,1980,3239,1,1,55.5,58.5,0,0,0,0,125269,73588.0,40.97999954223633,32.0,39.0
7453,1980,3301,1,1,,80.0999984741211,0,5,2,0,29126,,52.959999084472656,33.0,1.0
7550,1980,3302,1,1,73.4000015258789,79.5,0,0,0,0,18370,6919.0,57.0099983215332,33.0,2.0
7716,1980,3303,1,1,68.30000305175781,71.0999984741211,0,0,0,0,33267,10330.0,51.63999938964844,33.0,3.0
7706,1980,3304,1,1,53.400001525878906,,0,0,0,0,72446,59634.0,49.15999984741211,33.0,4.0
7686,1980,3305,1,1,51.099998474121094,54.20000076293945,0,1,4,0,179450,123058.0,44.25,33.0,5.0
7454,1980,3306,1,0,48.900001525878906,68.4000015258789,0,0,0,0,214850,302263.0,46.33000183105469,33.0,6.0
7676,1980,3307,1,1,68.69999694824219,69.9000015258789,0,1,0,0,65576,16992.0,55.810001373291016,33.0,7.0
7520,1980,3308,1,1,58.5,59.0,0,0,0,0,79821,18530.0,46.15999984741211,33.0,8.0
7665,1980,3309,0,0,41.400001525878906,31.0,0,1,0,0,59113,284379.0,48.47999954223633,33.0,9.0
7718,1980,3310,0,0,30.299999237060547,,0,0,0,0,23259,248354.0,43.560001373291016,33.0,10.0
7483,1980,3311,1,0,46.5,53.400001525878906,0,0,0,0,125696,249389.0,46.90999984741211,33.0,11.0
7739,1980,3401,3,1,57.099998474121094,31.5,9,4,6,0,195068,267525.0,29.020000457763672,34.0,1.0
7767,1980,3501,0,0,23.700000762939453,34.5,0,0,0,0,0,94400.0,41.290000915527344,35.0,1.0
8036,1980,3502,1,1,58.70000076293945,52.400001525878906,0,0,0,0,290797,120476.0,36.33000183105469,35.0,2.0
7963,1980,3503,1,1,58.900001525878906,54.79999923706055,1,1,4,0,154725,98305.0,51.560001373291016,35.0,3.0
8225,1980,3504,0,0,27.700000762939453,31.5,0,0,0,0,5432,42188.0,31.979999542236328,35.0,4.0
7943,1980,3505,0,0,29.600000381469727,37.400001525878906,0,0,0,0,12316,57923.0,35.5099983215332,35.0,5.0
7918,1980,3506,3,0,45.400001525878906,35.099998474121094,9,3,6,0,76212,182387.0,42.22999954223633,35.0,6.0
7913,1980,3507,0,0,23.899999618530273,,0,0,0,0,6128,158109.0,42.060001373291016,35.0,7.0
7799,1980,3508,0,0,24.0,28.600000381469727,0,0,0,0,0,58322.0,39.31999969482422,35.0,8.0
8312,1980,3509,1,0,41.5,67.69999694824219,0,0,0,0,235264,384677.0,50.7599983215332,35.0,9.0
8038,1980,3510,0,0,25.600000381469727,26.100000381469727,0,0,0,0,7647,32336.0,41.630001068115234,35.0,10.0
8160,1980,3511,0,0,28.5,29.399999618530273,0,0,0,0,30643,40501.0,43.400001525878906,35.0,11.0
8189,1980,3512,0,1,52.599998474121094,43.099998474121094,0,0,0,0,179321,132072.0,40.900001525878906,35.0,12.0
8130,1980,3513,1,1,63.79999923706055,65.0999984741211,0,0,0,0,52349,5966.0,43.45000076293945,35.0,13.0
7992,1980,3514,1,1,64.9000015258789,72.5,0,0,0,0,29143,40854.0,55.61000061035156,35.0,14.0
8194,1980,3515,0,0,27.399999618530273,28.899999618530273,0,0,0,0,0,93073.0,40.380001068115234,35.0,15.0
8187,1980,3516,0,0,20.700000762939453,22.0,0,0,0,0,7725,64711.0,39.95000076293945,35.0,16.0
8283,1980,3517,0,0,27.100000381469727,32.599998474121094,0,1,0,0,1877,187790.0,36.79999923706055,35.0,17.0
7804,1980,3518,1,1,76.0999984741211,59.5,0,0,0,0,44493,26755.0,48.220001220703125,35.0,18.0
7883,1980,3519,0,0,41.900001525878906,49.29999923706055,1,1,0,0,192887,208618.0,55.29999923706055,35.0,19.0
7854,1980,3520,1,1,,,0,5,2,0,44603,,55.86000061035156,35.0,20.0
8060,1980,3521,1,1,88.19999694824219,86.0999984741211,0,0,0,0,58874,0.0,88.75,35.0,21.0
8069,1980,3522,2,1,57.20000076293945,73.9000015258789,9,4,5,0,354048,479874.0,47.81999969482422,35.0,22.0
7803,1980,3523,1,1,,74.80000305175781,0,5,2,0,62957,,38.529998779296875,35.0,23.0
8476,1980,3601,1,1,58.400001525878906,59.900001525878906,0,0,0,0,273646,153560.0,30.549999237060547,36.0,1.0
8460,1980,3602,1,1,54.0,54.79999923706055,1,1,0,0,270036,207452.0,43.16999816894531,36.0,2.0
8406,1980,3603,1,1,,,0,5,2,0,181666,,49.90999984741211,36.0,3.0
8340,1980,3604,2,1,51.0,60.29999923706055,9,0,0,0,229248,163351.0,39.93000030517578,36.0,4.0
8382,1980,3605,0,0,29.0,20.100000381469727,0,1,4,0,84710,370111.0,30.100000381469727,36.0,5.0
8408,1980,3606,1,1,64.69999694824219,74.19999694824219,0,0,0,0,81837,0.0,28.190000534057617,36.0,6.0
8579,1980,3701,1,1,66.0,62.900001525878906,0,0,0,0,309507,76178.0,43.959999084472656,37.0,1.0
8516,1980,3702,1,0,49.29999923706055,69.19999694824219,0,0,0,0,670390,663430.0,39.709999084472656,37.0,2.0
8489,1980,3703,2,1,72.0,,9,0,0,0,232386,14301.0,53.9900016784668,37.0,3.0
8529,1980,3704,1,1,54.79999923706055,56.29999923706055,0,1,0,0,217441,360691.0,42.2400016784668,37.0,4.0
8668,1980,3801,2,1,,73.4000015258789,9,2,9,0,142835,,66.47000122070312,38.0,1.0
8933,1980,3802,1,1,,83.80000305175781,1,5,2,0,182192,,85.79000091552734,38.0,2.0
8848,1980,3803,1,1,62.400001525878906,71.80000305175781,0,0,0,0,156406,33580.0,65.13999938964844,38.0,3.0
8718,1980,3804,0,0,36.70000076293945,44.20000076293945,1,0,0,0,249710,251304.0,44.45000076293945,38.0,4.0
8806,1980,3805,0,0,24.100000381469727,24.899999618530273,0,0,0,0,4761,133815.0,32.0099983215332,38.0,5.0
8660,1980,3806,1,1,67.0999984741211,73.80000305175781,0,0,0,0,71015,13321.0,39.4900016784668,38.0,6.0
8626,1980,3807,1,1,53.099998474121094,50.5,0,1,0,0,295203,253406.0,39.63999938964844,38.0,7.0
9170,1980,3808,1,0,49.0,61.099998474121094,0,1,0,0,222925,423002.0,36.43000030517578,38.0,8.0
9076,1980,3809,0,0,,25.100000381469727,0,5,2,0,,156048.0,34.459999084472656,38.0,9.0
8889,1980,3810,0,0,22.899999618530273,23.5,0,0,0,0,0,58582.0,41.63999938964844,38.0,10.0
8708,1980,3811,1,0,48.099998474121094,57.5,3,0,0,0,298699,120366.0,45.86000061035156,38.0,11.0
8635,1980,3812,1,1,59.400001525878906,68.69999694824219,0,0,0,0,116386,17675.0,47.529998779296875,38.0,12.0
8688,1980,3813,0,0,29.399999618530273,29.5,0,0,0,0,17223,103457.0,36.47999954223633,38.0,13.0
8914,1980,3814,2,1,69.9000015258789,57.599998474121094,9,2,5,0,185071,112780.0,62.7599983215332,38.0,14.0
8684,1980,3815,0,0,40.0,46.79999923706055,1,1,4,0,206516,317511.0,43.540000915527344,38.0,15.0
9152,1980,3816,0,0,23.100000381469727,23.0,0,0,0,0,0,34992.0,28.770000457763672,38.0,16.0
9179,1980,3817,1,1,60.599998474121094,59.599998474121094,0,1,0,0,97999,98130.0,36.150001525878906,38.0,17.0
8667,1980,3818,1,1,68.5,57.599998474121094,0,0,0,0,86302,37128.0,45.20000076293945,38.0,18.0
8659,1980,3819,0,0,23.299999237060547,21.299999237060547,0,1,0,0,11274,40643.0,34.27000045776367,38.0,19.0
8888,1980,3820,1,1,72.5,72.0999984741211,0,0,0,0,98430,1624.0,53.959999084472656,38.0,20.0
9035,1980,3821,1,1,68.4000015258789,52.900001525878906,1,0,0,0,117660,0.0,51.15999984741211,38.0,21.0
8818,1980,3822,1,1,70.19999694824219,71.5999984741211,0,0,0,0,89180,619.0,55.72999954223633,38.0,22.0
8703,1980,3823,0,0,25.100000381469727,45.70000076293945,1,0,0,0,0,60119.0,41.029998779296875,38.0,23.0
8651,1980,3824,0,0,49.900001525878906,36.0,0,1,4,0,140430,172052.0,46.849998474121094,38.0,24.0
8766,1980,3825,1,1,67.0999984741211,52.400001525878906,1,0,0,0,51196,44143.0,51.22999954223633,38.0,25.0
9272,1980,3901,1,1,67.5999984741211,61.20000076293945,0,0,0,0,47826,0.0,56.84000015258789,39.0,1.0
9253,1980,3902,1,0,44.70000076293945,52.599998474121094,0,0,0,0,167559,276970.0,55.34000015258789,39.0,2.0
9427,1980,4001,2,0,48.29999923706055,60.599998474121094,9,3,6,0,172933,233145.0,45.290000915527344,40.0,1.0
9332,1980,4002,0,0,44.29999923706055,42.70000076293945,0,1,4,0,74598,272010.0,46.709999084472656,40.0,2.0
9295,1980,4003,1,1,60.29999923706055,82.0,0,1,4,0,188255,66047.0,51.06999969482422,40.0,3.0
9290,1980,4004,0,0,,47.0,1,5,2,0,,153606.0,44.29999923706055,40.0,4.0
9364,1980,4005,1,1,,,0,5,2,0,89208,,54.7400016784668,40.0,5.0
9418,1980,4006,1,0,48.20000076293945,,0,0,0,0,192508,277856.0,54.72999954223633,40.0,6.0
9432,1980,4101,1,1,65.80000305175781,50.099998474121094,1,1,4,0,229493,85955.0,38.540000915527344,41.0,1.0
9438,1980,4102,3,0,41.599998474121094,44.0,9,4,7,0,116776,218970.0,29.979999542236328,41.0,2.0
9681,1980,4201,0,0,,35.5,0,5,2,0,,146822.0,37.11000061035156,42.0,1.0
9483,1980,4202,0,0,23.899999618530273,18.200000762939453,0,0,0,0,38018,155834.0,39.900001525878906,42.0,2.0
9661,1980,4203,1,1,61.099998474121094,,0,0,0,0,159440,43236.0,42.13999938964844,42.0,3.0
9693,1980,4204,1,1,79.30000305175781,,0,0,0,0,74422,23739.0,58.09000015258789,42.0,4.0
9550,1980,4205,1,1,65.4000015258789,59.20000076293945,1,0,0,0,248659,208944.0,59.9900016784668,42.0,5.0
9677,1980,4206,0,0,,25.399999618530273,0,5,2,0,,146038.0,45.13999938964844,42.0,6.0
9652,1980,4207,1,1,77.30000305175781,72.9000015258789,0,0,0,0,76919,0.0,48.56999969482422,42.0,7.0
9631,1980,4208,1,1,,70.5,0,5,2,0,187385,,69.79000091552734,42.0,8.0
9945,1980,4301,1,1,,78.0999984741211,0,5,2,0,83698,,50.63999938964844,43.0,1.0
9952,1980,4302,1,1,70.0999984741211,70.0999984741211,0,0,0,0,240766,17460.0,49.119998931884766,43.0,2.0
9922,1980,4303,0,0,18.5,,0,0,0,0,0,303229.0,23.790000915527344,43.0,3.0
10079,1980,4304,2,1,52.29999923706055,61.5,9,2,5,0,347903,160942.0,40.689998626708984,43.0,4.0
9828,1980,4305,1,1,51.099998474121094,50.599998474121094,0,0,0,0,520681,447568.0,46.209999084472656,43.0,5.0
9921,1980,4306,1,1,70.9000015258789,65.0999984741211,1,0,0,0,71161,0.0,44.470001220703125,43.0,6.0
10151,1980,4307,0,0,16.600000381469727,14.899999618530273,0,0,0,0,3877,124687.0,22.600000381469727,43.0,7.0
10349,1980,4308,1,0,48.20000076293945,61.5,0,0,0,0,454253,800343.0,53.61000061035156,43.0,8.0
9920,1980,4309,1,1,,63.29999923706055,0,5,2,0,113569,,50.79999923706055,43.0,9.0
9894,1980,4310,1,1,60.400001525878906,76.30000305175781,0,0,0,0,303661,78866.0,48.79999923706055,43.0,10.0
10309,1980,4311,1,1,,51.599998474121094,1,5,2,0,171978,,45.400001525878906,43.0,11.0
10069,1980,4312,1,1,60.400001525878906,68.5,0,1,0,0,1193622,523884.0,46.91999816894531,43.0,12.0
10174,1980,4313,1,1,55.0,74.9000015258789,0,0,0,0,145292,68268.0,36.2400016784668,43.0,13.0
9971,1980,4314,2,1,56.79999923706055,72.4000015258789,9,2,5,0,665984,182572.0,47.650001525878906,43.0,14.0
10118,1980,4315,1,1,70.0,66.19999694824219,0,0,0,0,66324,18822.0,57.0,43.0,15.0
10041,1980,4316,1,1,,70.0,0,5,2,0,49964,,41.099998474121094,43.0,16.0
9919,1980,4317,1,1,,68.0999984741211,1,5,2,0,98134,,44.79999923706055,43.0,17.0
